0,0.0182984684056566,0.00327381723502754,0.000547531437808775,8.72176101403894e-05
0.1,0.0188246347167242,0.00339024661498389,0.000570342211649293,9.13371418215288e-05
0.2,0.0193699363294663,0.00351179714556525,0.000594308207667034,9.56899996577223e-05
0.3,0.0199351495762128,0.00363872290418235,0.000619495504205055,0.000100291085582382
0.4,0.020521083990097,0.00377129162239832,0.000645974307432756,0.00010515634358517
0.5,0.0211285837141104,0.00390978545617402,0.000673819226418947,0.000110302837924357
0.6,0.0217585289635155,0.00405450180030008,0.000703109567380604,0.000115748837543937
0.7,0.0224118375428202,0.00420575414948381,0.000733929648478834,0.000121513907208885
0.8,0.0230894664184498,0.00436387300868262,0.000766369136631976,0.000127619005915674
0.9,0.0237924133481633,0.00452920685540287,0.000800523407920853,0.000134086593182651
1,0.0245217185681638,0.0047021231568142,0.000836493933273645,0.000140940743876525
1.1,0.0252784665387331,0.00488300944466429,0.000874388691237928,0.000148207272287227
1.2,0.0260637877490804,0.00507227445111764,0.000914322609775749,0.000155913866224372
1.3,0.0268788605819402,0.00527034930878247,0.000956418039154431,0.000164090231974633
1.4,0.0277249132382644,0.0054776888183349,0.001000805258152,0.000172768251031261
1.5,0.0286032257221521,0.00569477278729457,0.00104762301595166,0.000181982149584943
1.6,0.029515131885916,0.00592210744365389,0.00109701911226594,0.000191768681849953
1.7,0.0304620215349226,0.00616022692821112,0.00114915101840744,0.000202167328391531
1.8,0.0314453425915352,0.00640969486960535,0.00120418654221147,0.000213220510720258
1.9,0.0324666033171574,0.00667110604619829,0.00126230453991518,0.000224973823527567
2,0.0335273745909895,0.00694508813909196,0.00132369567831059,0.000237476286054131
2.1,0.0346292922436973,0.00723230358071221,0.00138856325071341,0.000250780614210395
2.2,0.0357740594437188,0.00753345150352255,0.00145712405052884,0.000264943515206892
2.3,0.0369634491334229,0.00784926979356149,0.00152960930644778,0.000280026006601947
2.4,0.0381993065117614,0.00818053725361478,0.00160626568357436,0.000296093761836976
2.5,0.0394835515594276,0.00852807588094142,0.00168735635506799,0.000313217484505699
